State	County	Start date	End date	Average M/R
Florida	charlotte	05/12/2020	06/10/2020	0.13001312916870067
Georgia	charlton	05/12/2020	06/20/2020	0.03622726909239733
Kansas	chase	05/12/2020	06/20/2020	0
Georgia	chatham	05/12/2020	06/20/2020	0.04653792162486799
Georgia	chattahoochee	05/12/2020	06/20/2020	0.00024406263135771334
Georgia	chattooga	05/12/2020	06/20/2020	0.08447076688887026
Kansas	chautauqua	05/12/2020	06/20/2020	0
Tennessee	cheatham	05/12/2020	06/20/2020	0
Michigan	cheboygan	05/12/2020	06/20/2020	0.0478431656063235
Georgia	cherokee	05/12/2020	06/20/2020	0.035664758112174955
Kansas	cherokee	05/12/2020	06/20/2020	0
Tennessee	chester	05/12/2020	06/20/2020	0
Colorado	cheyenne	05/12/2020	06/20/2020	0
Kansas	cheyenne	05/12/2020	06/20/2020	0
Mississippi	chickasaw	05/12/2020	06/20/2020	0.09625848015036151
Michigan	chippewa	05/12/2020	06/20/2020	0
Mississippi	choctaw	05/12/2020	06/20/2020	0.056249647430464976
Kentucky	christian	05/12/2020	06/30/2020	0.025229773008236384
Florida	citrus	05/12/2020	06/10/2020	0.09989891599383104
Mississippi	claiborne	05/12/2020	06/20/2020	0.03289509556620058
Tennessee	claiborne	05/12/2020	06/20/2020	0
Michigan	clare	05/12/2020	06/20/2020	0.107943897842858
Indiana	clark	05/12/2020	06/20/2020	0.07757080825243676
Kansas	clark	05/12/2020	06/20/2020	0.03539498705795021
Kentucky	clark	05/12/2020	06/30/2020	0.0076868173619693385
Georgia	clarke	05/12/2020	06/20/2020	0.05191580297517755
Mississippi	clarke	05/12/2020	06/20/2020	0.12419521420385586
Florida	clay	05/12/2020	06/10/2020	0.07632989965438051
Georgia	clay	05/12/2020	06/20/2020	0.058873528824670465
Indiana	clay	05/12/2020	06/20/2020	0.040217188180501726
Kansas	clay	05/12/2020	06/20/2020	0.30416666666666664
Kentucky	clay	05/12/2020	06/30/2020	0.07268880174102298
Mississippi	clay	05/12/2020	06/20/2020	0.034051414447979544
Tennessee	clay	05/12/2020	06/20/2020	0
Georgia	clayton	05/12/2020	06/20/2020	0.0410451515833517
Colorado	clear creek	05/12/2020	06/20/2020	0.06075163398692811
Georgia	clinch	05/12/2020	06/20/2020	0.02515352799848865
Indiana	clinton	05/12/2020	06/20/2020	0.005054033090759109
Kentucky	clinton	05/12/2020	06/30/2020	0
Michigan	clinton	05/12/2020	06/20/2020	0.06832571135651273
Kansas	cloud	05/12/2020	06/20/2020	0
Mississippi	coahoma	05/12/2020	06/20/2020	0.033213361437365585
Georgia	cobb	05/12/2020	06/20/2020	0.057331884579159206
Tennessee	cocke	05/12/2020	06/20/2020	0
Georgia	coffee	05/12/2020	06/20/2020	0.05078524792454904
Tennessee	coffee	05/12/2020	06/20/2020	0
Kansas	coffey	05/12/2020	06/20/2020	0.15768627450980394
Florida	collier	05/12/2020	06/10/2020	0.03400869825261463
Georgia	colquitt	05/12/2020	06/20/2020	0.033952363862892534
Florida	columbia	05/12/2020	06/10/2020	0.015122532412589667
Georgia	columbia	05/12/2020	06/20/2020	0.02821835818947217
Colorado	conejos	05/12/2020	06/20/2020	0
Georgia	cook	05/12/2020	06/20/2020	0.03920469322965009
Mississippi	copiah	05/12/2020	06/20/2020	0.013020397339290243
Colorado	costilla	05/12/2020	06/20/2020	0
Mississippi	covington	05/12/2020	06/20/2020	0.009719630748643172
Georgia	coweta	05/12/2020	06/20/2020	0.02010478980115497
Kansas	cowley	05/12/2020	06/20/2020	0.14633711888231898
Georgia	crawford	05/12/2020	06/20/2020	0
Indiana	crawford	05/12/2020	06/20/2020	0
Kansas	crawford	05/12/2020	06/20/2020	0.09769875779338995
Michigan	crawford	05/12/2020	06/20/2020	0.08024137080667579
Georgia	crisp	05/12/2020	06/20/2020	0.03569358642520439
Kentucky	crittenden	05/12/2020	06/30/2020	0.17105555555555554
Tennessee	crockett	05/12/2020	06/20/2020	0.11892678812415655
Colorado	crowley	05/12/2020	06/20/2020	0.018030827262659213
Kentucky	cumberland	05/12/2020	06/30/2020	0
Tennessee	cumberland	05/12/2020	06/20/2020	0.01300759815765563
Colorado	custer	05/12/2020	06/20/2020	0
Georgia	dade	05/12/2020	06/20/2020	0.03346286518054371
Tennessee	davidson	05/12/2020	06/20/2020	0.012029490350543282
Indiana	daviess	05/12/2020	06/20/2020	0.17980131331273147
Kentucky	daviess	05/12/2020	06/30/2020	0.0194899540115999
Georgia	dawson	05/12/2020	06/20/2020	0.01422131104707174
Georgia	dekalb	05/12/2020	06/20/2020	0.03156361853190515
Indiana	dekalb	05/12/2020	06/20/2020	0.03673808540859593
Tennessee	dekalb	05/12/2020	06/20/2020	0
Florida	desoto	05/12/2020	06/10/2020	0.06364244996907001
Mississippi	desoto	05/12/2020	06/20/2020	0.015014908350142343
Indiana	dearborn	05/12/2020	06/20/2020	0.12363051073541334
Georgia	decatur	05/12/2020	06/20/2020	0.028314977378464556
Indiana	decatur	05/12/2020	06/20/2020	0.13796268283682905
Tennessee	decatur	05/12/2020	06/20/2020	0
Indiana	delaware	05/12/2020	06/20/2020	0.09635068184763072
Colorado	delta	05/12/2020	06/20/2020	0.014923390201344255
Michigan	delta	05/12/2020	06/20/2020	0.1145045518207283
Colorado	denver	05/12/2020	06/20/2020	0.0569703822804933
Kansas	dickinson	05/12/2020	06/20/2020	0.041666666666666664
Michigan	dickinson	05/12/2020	06/20/2020	0.3642857142857143
Tennessee	dickson	05/12/2020	06/20/2020	0
North Dakota	divide	05/12/2020	06/20/2020	0
Florida	dixie	05/12/2020	06/10/2020	0.02572797648177559
Georgia	dodge	05/12/2020	06/20/2020	0.038586924784034575
Kansas	doniphan	05/12/2020	06/20/2020	0
Georgia	dooly	05/12/2020	06/20/2020	0.06816873039656646
Georgia	dougherty	05/12/2020	06/20/2020	0.08168150850772503
Colorado	douglas	05/12/2020	06/20/2020	0.06130704978899768
Georgia	douglas	05/12/2020	06/20/2020	0.04289868465182084
Kansas	douglas	05/12/2020	06/20/2020	0
Indiana	dubois	05/12/2020	06/20/2020	0.016852095314745276
North Dakota	dunn	05/12/2020	06/20/2020	0
Florida	duval	05/12/2020	06/10/2020	0.02884453740426266
Tennessee	dyer	05/12/2020	06/20/2020	0
Colorado	eagle	05/12/2020	06/20/2020	0.013456731472696215
Georgia	early	05/12/2020	06/20/2020	0.12403437358334783
Michigan	eaton	05/12/2020	06/20/2020	0.031736122198736685
Georgia	echols	05/12/2020	06/20/2020	0
North Dakota	eddy	05/12/2020	06/20/2020	0
Kentucky	edmonson	05/12/2020	06/30/2020	0.15991318571979285
Kansas	edwards	05/12/2020	06/20/2020	0
Georgia	effingham	05/12/2020	06/20/2020	0.015604463881323017
Colorado	el paso	05/12/2020	06/20/2020	0.05691858474267596
Colorado	elbert	05/12/2020	06/20/2020	0.039855110320170174
Georgia	elbert	05/12/2020	06/20/2020	0
Kansas	elk	05/12/2020	06/20/2020	0
Indiana	elkhart	05/12/2020	06/20/2020	0.023748692588630965
Kansas	ellis	05/12/2020	06/20/2020	0
Kansas	ellsworth	05/12/2020	06/20/2020	0
Georgia	emanuel	05/12/2020	06/20/2020	0.0591850506748427
Michigan	emmet	05/12/2020	06/20/2020	0.08748982498982498
North Dakota	emmons	05/12/2020	06/20/2020	0.4091666666666667
Florida	escambia	05/12/2020	06/10/2020	0.0354785084402495
Georgia	evans	05/12/2020	06/20/2020	0
Alaska	fairbanks north star	05/12/2020	05/31/2020	0.02362745098039216
Georgia	fannin	05/12/2020	06/20/2020	0.021436189419088245
Georgia	fayette	05/12/2020	06/20/2020	0.05567841599511725
Indiana	fayette	05/12/2020	06/20/2020	0.08640684765658231
Kentucky	fayette	05/12/2020	06/30/2020	0.01814601682790066
Tennessee	fayette	05/12/2020	06/20/2020	0.015936832347788466
Michigan	federal correctional institution (fci)	05/12/2020	06/20/2020	0.028345114267680376
Tennessee	fentress	05/12/2020	06/20/2020	0
Kansas	finney	05/12/2020	06/20/2020	0.005537818551390829
Florida	flagler	05/12/2020	06/10/2020	0.022821240332226357
Kentucky	fleming	05/12/2020	06/30/2020	0
Georgia	floyd	05/12/2020	06/20/2020	0.054587527180492354
Indiana	floyd	05/12/2020	06/20/2020	0.12608875211772425
Kentucky	floyd	05/12/2020	06/30/2020	0
Kansas	ford	05/12/2020	06/20/2020	0.004899796928284882
Mississippi	forrest	05/12/2020	06/20/2020	0.06542737431252858
Georgia	forsyth	05/12/2020	06/20/2020	0.024074046049248937
North Dakota	foster	05/12/2020	06/20/2020	0
Indiana	fountain	05/12/2020	06/20/2020	0.09967174679316286
Florida	franklin	05/12/2020	06/10/2020	0
Georgia	franklin	05/12/2020	06/20/2020	0.017892902840834685
Indiana	franklin	05/12/2020	06/20/2020	0.06914166438913602
Kansas	franklin	05/12/2020	06/20/2020	0
Kentucky	franklin	05/12/2020	06/30/2020	0.013075037282391164
Mississippi	franklin	05/12/2020	06/20/2020	0.06524063961032318
Tennessee	franklin	05/12/2020	06/20/2020	0.024192513743547132
Colorado	fremont	05/12/2020	06/20/2020	0
Georgia	fulton	05/12/2020	06/20/2020	0.050870588038587
Indiana	fulton	05/12/2020	06/20/2020	0.020753737817362294
Kentucky	fulton	05/12/2020	06/30/2020	0
Florida	gadsden	05/12/2020	06/10/2020	0.007170947988062717
Kentucky	gallatin	05/12/2020	06/30/2020	0.07525966897540545
Colorado	garfield	05/12/2020	06/20/2020	0.014030233233875328
Kentucky	garrard	05/12/2020	06/30/2020	0
Kansas	geary	05/12/2020	06/20/2020	0.016245292454297327
Michigan	genesee	05/12/2020	06/20/2020	0.11865056476269378
Mississippi	george	05/12/2020	06/20/2020	0.05426206066328554
Indiana	gibson	05/12/2020	06/20/2020	0.08297223374582371
Tennessee	gibson	05/12/2020	06/20/2020	0.015962480960992037
Florida	gilchrist	05/12/2020	06/10/2020	0
Tennessee	giles	05/12/2020	06/20/2020	0
Georgia	gilmer	05/12/2020	06/20/2020	0.00405967937654831
Colorado	gilpin	05/12/2020	06/20/2020	0
Florida	glades	05/12/2020	06/10/2020	0.05182444950711819
Michigan	gladwin	05/12/2020	06/20/2020	0.05413634256143342
Georgia	glascock	05/12/2020	06/20/2020	0
Georgia	glynn	05/12/2020	06/20/2020	0.01241529416486434
Michigan	gogebic	05/12/2020	06/20/2020	0.20375000000000001
Georgia	gordon	05/12/2020	06/20/2020	0.09452377773303466
Kansas	gove	05/12/2020	06/20/2020	0
Georgia	grady	05/12/2020	06/20/2020	0.036917300542320876
Tennessee	grainger	05/12/2020	06/20/2020	0
Colorado	grand	05/12/2020	06/20/2020	0
North Dakota	grand forks	05/12/2020	06/20/2020	0.010005692531865337
Michigan	grand traverse	05/12/2020	06/20/2020	0.18108839139832544
Indiana	grant	05/12/2020	06/20/2020	0.10286435730204868
Kansas	grant	05/12/2020	06/20/2020	0.024494949494949493
Kentucky	grant	05/12/2020	06/30/2020	0.0823705269066335
North Dakota	grant	05/12/2020	06/20/2020	0
Michigan	gratiot	05/12/2020	06/20/2020	0.1155060581425243
Kentucky	graves	05/12/2020	06/30/2020	0.11594719919901586
Kansas	gray	05/12/2020	06/20/2020	0
Kentucky	grayson	05/12/2020	06/30/2020	0.07225744392534708
Kentucky	green	05/12/2020	06/30/2020	0.07166666666666666
Georgia	greene	05/12/2020	06/20/2020	0.09892890149185012
Indiana	greene	05/12/2020	06/20/2020	0.14351595848280382
Mississippi	greene	05/12/2020	06/20/2020	0.08909876949217418
Tennessee	greene	05/12/2020	06/20/2020	0.040143192974786086
Kentucky	greenup	05/12/2020	06/30/2020	0
Kansas	greenwood	05/12/2020	06/20/2020	0
Mississippi	grenada	05/12/2020	06/20/2020	0.03063102804762439
Tennessee	grundy	05/12/2020	06/20/2020	0.031130572587883248
Florida	gulf	05/12/2020	06/10/2020	0
Colorado	gunnison	05/12/2020	06/20/2020	0.03346357157601802
Georgia	gwinnett	05/12/2020	06/20/2020	0.0343414359590268
Georgia	habersham	05/12/2020	06/20/2020	0.04301347166217513
Georgia	hall	05/12/2020	06/20/2020	0.0189809975668273
Tennessee	hamblen	05/12/2020	06/20/2020	0.05953500576218196
Florida	hamilton	05/12/2020	06/10/2020	0.0005036570655356971
Indiana	hamilton	05/12/2020	06/20/2020	0.08195811541331718
Kansas	hamilton	05/12/2020	06/20/2020	0
Tennessee	hamilton	05/12/2020	06/20/2020	0.023126933726079005
Georgia	hancock	05/12/2020	06/20/2020	0.10828805875517702
Indiana	hancock	05/12/2020	06/20/2020	0.07924654052681206
Kentucky	hancock	05/12/2020	06/30/2020	0
Mississippi	hancock	05/12/2020	06/20/2020	0.126604867425227
Tennessee	hancock	05/12/2020	06/20/2020	0
Georgia	haralson	05/12/2020	06/20/2020	0.06355116913301838
Florida	hardee	05/12/2020	06/10/2020	0
Tennessee	hardeman	05/12/2020	06/20/2020	0.00019802057845536106
Kentucky	hardin	05/12/2020	06/30/2020	0.02743310685336494
Tennessee	hardin	05/12/2020	06/20/2020	0.10135977484808474
Kentucky	harlan	05/12/2020	06/30/2020	0.020943034657868415
Kansas	harper	05/12/2020	06/20/2020	0
Georgia	harris	05/12/2020	06/20/2020	0.042858547254026026
Indiana	harrison	05/12/2020	06/20/2020	0.10701202789214719
Kentucky	harrison	05/12/2020	06/30/2020	0
Mississippi	harrison	05/12/2020	06/20/2020	0.024832566155962552
Georgia	hart	05/12/2020	06/20/2020	0
Kentucky	hart	05/12/2020	06/30/2020	0
Kansas	harvey	05/12/2020	06/20/2020	0
Kansas	haskell	05/12/2020	06/20/2020	0
Hawaii	hawaii	05/12/2020	06/10/2020	0
Tennessee	hawkins	05/12/2020	06/20/2020	0.060685171272782376
Tennessee	haywood	05/12/2020	06/20/2020	0.052742514532366426
Georgia	heard	05/12/2020	06/20/2020	0.06769307095327229
Kentucky	henderson	05/12/2020	06/30/2020	0.026485018958623086
Tennessee	henderson	05/12/2020	06/20/2020	0
Indiana	hendricks	05/12/2020	06/20/2020	0.06443096429535008
Florida	hendry	05/12/2020	06/10/2020	0.041583962844012196
Georgia	henry	05/12/2020	06/20/2020	0.031227566724701932
Indiana	henry	05/12/2020	06/20/2020	0.0522298466914269
Kentucky	henry	05/12/2020	06/30/2020	0.026375463046820105
Tennessee	henry	05/12/2020	06/20/2020	0
Florida	hernando	05/12/2020	06/10/2020	0.04421529427299035
Kentucky	hickman	05/12/2020	06/30/2020	0
Tennessee	hickman	05/12/2020	06/20/2020	0
Florida	highlands	05/12/2020	06/10/2020	0.07046297890823605
Florida	hillsborough	05/12/2020	06/10/2020	0.034651117954140394
Michigan	hillsdale	05/12/2020	06/20/2020	0.1400619868096309
Mississippi	hinds	05/12/2020	06/20/2020	0.02450858129661023
Colorado	hinsdale	05/12/2020	06/20/2020	0
Florida	holmes	05/12/2020	06/10/2020	0
Mississippi	holmes	05/12/2020	06/20/2020	0.0686071540694623
Hawaii	honolulu	05/12/2020	06/10/2020	0.02610624277847082
Kentucky	hopkins	05/12/2020	06/30/2020	0.13227329351186726
Michigan	houghton	05/12/2020	06/20/2020	0
Georgia	houston	05/12/2020	06/20/2020	0.04724299613186238
Tennessee	houston	05/12/2020	06/20/2020	0
Indiana	howard	05/12/2020	06/20/2020	0.07136740354029042
Colorado	huerfano	05/12/2020	06/20/2020	0
Mississippi	humphreys	05/12/2020	06/20/2020	0.11036345414539864
Tennessee	humphreys	05/12/2020	06/20/2020	0.07037440296631473
Indiana	huntington	05/12/2020	06/20/2020	0.06906842205380022
Michigan	huron	05/12/2020	06/20/2020	0.020841863215014866
Florida	indian river	05/12/2020	06/10/2020	0.07726781013347758
Michigan	ingham	05/12/2020	06/20/2020	0.03445400760499539
Michigan	ionia	05/12/2020	06/20/2020	0.023784166509605492
Michigan	iosco	05/12/2020	06/20/2020	0.10541456049480194
Georgia	irwin	05/12/2020	06/20/2020	0.035445163002663836
Michigan	isabella	05/12/2020	06/20/2020	0.09156815073446847
Mississippi	itawamba	05/12/2020	06/20/2020	0.0839304205048584
Florida	jackson	05/12/2020	06/10/2020	0.0015499810558821997
Georgia	jackson	05/12/2020	06/20/2020	0.02686451141991688
Indiana	jackson	05/12/2020	06/20/2020	0.0040150445930207165
Kansas	jackson	05/12/2020	06/20/2020	0.0061989515703583355
Kentucky	jackson	05/12/2020	06/30/2020	0.1918509054733672
Michigan	jackson	05/12/2020	06/20/2020	0.06124133765166524
Mississippi	jackson	05/12/2020	06/20/2020	0.044783184564010994
Tennessee	jackson	05/12/2020	06/20/2020	0
Georgia	jasper	05/12/2020	06/20/2020	0.01855088880448147
Indiana	jasper	05/12/2020	06/20/2020	0.0164446678833138
Mississippi	jasper	05/12/2020	06/20/2020	0.02318710760778668
Indiana	jay	05/12/2020	06/20/2020	0
Georgia	jeff davis	05/12/2020	06/20/2020	0.031195068229845236
Colorado	jefferson	05/12/2020	06/20/2020	0.07408634881890838
Florida	jefferson	05/12/2020	06/10/2020	0.09239013365820929
Georgia	jefferson	05/12/2020	06/20/2020	0.028775025739032976
Indiana	jefferson	05/12/2020	06/20/2020	0.021090776118198262
Kansas	jefferson	05/12/2020	06/20/2020	0
Kentucky	jefferson	05/12/2020	06/30/2020	0.0584310870655957
Mississippi	jefferson	05/12/2020	06/20/2020	0.017024185918286767
Tennessee	jefferson	05/12/2020	06/20/2020	0
Mississippi	jefferson davis	05/12/2020	06/20/2020	0.0314378974172026
Georgia	jenkins	05/12/2020	06/20/2020	0.07874752104454431
Indiana	jennings	05/12/2020	06/20/2020	0.031741273425931
Kentucky	jessamine	05/12/2020	06/30/2020	0
Kansas	jewell	05/12/2020	06/20/2020	0
Georgia	johnson	05/12/2020	06/20/2020	0.025492375252652744
Indiana	johnson	05/12/2020	06/20/2020	0.10151388724038943
Kansas	johnson	05/12/2020	06/20/2020	0.07766890937865714
Kentucky	johnson	05/12/2020	06/30/2020	0
Tennessee	johnson	05/12/2020	06/20/2020	0
Georgia	jones	05/12/2020	06/20/2020	0
Mississippi	jones	05/12/2020	06/20/2020	0.03856053819277518
Alaska	juneau	05/12/2020	05/31/2020	0
Michigan	kalamazoo	05/12/2020	06/20/2020	0.06345472092518996
Michigan	kalkaska	05/12/2020	06/20/2020	0.09247448109124803
Hawaii	kauai	05/12/2020	06/10/2020	0
Kansas	kearny	05/12/2020	06/20/2020	0.01938213658322354
Mississippi	kemper	05/12/2020	06/20/2020	0.07557951116784899
Alaska	kenai peninsula	05/12/2020	05/31/2020	0.07392745627265751
Michigan	kent	05/12/2020	06/20/2020	0.0228035426299599
Kentucky	kenton	05/12/2020	06/30/2020	0.05583687149028391
Alaska	ketchikan gateway	05/12/2020	05/31/2020	0
Kansas	kiowa	05/12/2020	06/20/2020	0
Colorado	kit carson	05/12/2020	06/20/2020	0.10562779156327542
Kentucky	knott	05/12/2020	06/30/2020	0
Indiana	knox	05/12/2020	06/20/2020	0
Kentucky	knox	05/12/2020	06/30/2020	0
Tennessee	knox	05/12/2020	06/20/2020	0.012716337282413687
Alaska	kodiak island	05/12/2020	05/31/2020	0
Indiana	kosciusko	05/12/2020	06/20/2020	0.010914300138153385
Colorado	la plata	05/12/2020	06/20/2020	0.012813138687792311
Indiana	lagrange	05/12/2020	06/20/2020	0.024109813267793784
Indiana	laporte	05/12/2020	06/20/2020	0.049716137708942267
Kansas	labette	05/12/2020	06/20/2020	0
Florida	lafayette	05/12/2020	06/10/2020	0
Mississippi	lafayette	05/12/2020	06/20/2020	0.026082301684420293
Colorado	lake	05/12/2020	06/20/2020	0
Florida	lake	05/12/2020	06/10/2020	0.05186044315977775
Indiana	lake	05/12/2020	06/20/2020	0.05408369727027652
Michigan	lake	05/12/2020	06/20/2020	0
Tennessee	lake	05/12/2020	06/20/2020	0
Georgia	lamar	05/12/2020	06/20/2020	0.03629599079278575
Mississippi	lamar	05/12/2020	06/20/2020	0.02054195298385514
Georgia	lanier	05/12/2020	06/20/2020	0.10095896315119005
Michigan	lapeer	05/12/2020	06/20/2020	0.15184062599033335
Colorado	larimer	05/12/2020	06/20/2020	0.04325795181885992
Kentucky	larue	05/12/2020	06/30/2020	0.03575757575757576
Colorado	las animas	05/12/2020	06/20/2020	0
Mississippi	lauderdale	05/12/2020	06/20/2020	0.08578335787151462
Tennessee	lauderdale	05/12/2020	06/20/2020	0.014707125152984385
Kentucky	laurel	05/12/2020	06/30/2020	0.07630926964503643
Georgia	laurens	05/12/2020	06/20/2020	0.009537316183356737
Indiana	lawrence	05/12/2020	06/20/2020	0.14869457176871342
Kentucky	lawrence	05/12/2020	06/30/2020	0
Mississippi	lawrence	05/12/2020	06/20/2020	0.006758525951018615
Tennessee	lawrence	05/12/2020	06/20/2020	0.0045168415384972405
Mississippi	leake	05/12/2020	06/20/2020	0.025376948662405575
Kansas	leavenworth	05/12/2020	06/20/2020	0.0064034869038239045
Florida	lee	05/12/2020	06/10/2020	0.0543071514839671
Georgia	lee	05/12/2020	06/20/2020	0.06189782255764672
Mississippi	lee	05/12/2020	06/20/2020	0.042884945059913575
Michigan	leelanau	05/12/2020	06/20/2020	0
Mississippi	leflore	05/12/2020	06/20/2020	0.12013616963352695
Michigan	lenawee	05/12/2020	06/20/2020	0.02555369014640113
Florida	leon	05/12/2020	06/10/2020	0.01798757011956782
Kentucky	leslie	05/12/2020	06/30/2020	0
Kentucky	letcher	05/12/2020	06/30/2020	0
Florida	levy	05/12/2020	06/10/2020	0.008812973078553032
Kentucky	lewis	05/12/2020	06/30/2020	0
Tennessee	lewis	05/12/2020	06/20/2020	0
Florida	liberty	05/12/2020	06/10/2020	0.0013797361129057732
Georgia	liberty	05/12/2020	06/20/2020	0.005262220953962738
Colorado	lincoln	05/12/2020	06/20/2020	0
Georgia	lincoln	05/12/2020	06/20/2020	0.030406749575673724
Kentucky	lincoln	05/12/2020	06/30/2020	0.09840662083015024
Mississippi	lincoln	05/12/2020	06/20/2020	0.09532074044534293
Tennessee	lincoln	05/12/2020	06/20/2020	0
Kansas	linn	05/12/2020	06/20/2020	0
Kentucky	livingston	05/12/2020	06/30/2020	0
Michigan	livingston	05/12/2020	06/20/2020	0.06032017679647226
Colorado	logan	05/12/2020	06/20/2020	0.006635604392794819
Kentucky	logan	05/12/2020	06/30/2020	0.03355867485061314
Georgia	long	05/12/2020	06/20/2020	0.046332000299484144
Tennessee	loudon	05/12/2020	06/20/2020	0.001224406013798427
Georgia	lowndes	05/12/2020	06/20/2020	0.013225675105808072
Mississippi	lowndes	05/12/2020	06/20/2020	0.03759687055942938
Michigan	luce	05/12/2020	06/20/2020	0
Georgia	lumpkin	05/12/2020	06/20/2020	0.010865475562836246
Kansas	lyon	05/12/2020	06/20/2020	0.011157524329553258
Kentucky	lyon	05/12/2020	06/30/2020	0.18908609759693348
Michigan	mackinac	05/12/2020	06/20/2020	0
Michigan	macomb	05/12/2020	06/20/2020	0.12172732294031055
Georgia	macon	05/12/2020	06/20/2020	0.06304623101820295
Tennessee	macon	05/12/2020	06/20/2020	0.02403510794602423
Florida	madison	05/12/2020	06/10/2020	0.04855357137681372
Georgia	madison	05/12/2020	06/20/2020	0.02713098257867367
Indiana	madison	05/12/2020	06/20/2020	0.1038654011856585
Kentucky	madison	05/12/2020	06/30/2020	0.016697192209332135
Mississippi	madison	05/12/2020	06/20/2020	0.03309269038859964
Tennessee	madison	05/12/2020	06/20/2020	0.011251672319172314
Florida	manatee	05/12/2020	06/10/2020	0.09245578338149472
Michigan	manistee	05/12/2020	06/20/2020	0.025416666666666664
Florida	marion	05/12/2020	06/10/2020	0.024546941014154364
Georgia	marion	05/12/2020	06/20/2020	0.03572046871089818
Indiana	marion	05/12/2020	06/20/2020	0.06131688110907334
Kansas	marion	05/12/2020	06/20/2020	0.19428571428571428
Kentucky	marion	05/12/2020	06/30/2020	0
Mississippi	marion	05/12/2020	06/20/2020	0.07415847333888781
Tennessee	marion	05/12/2020	06/20/2020	0.03060469645596987
Michigan	marquette	05/12/2020	06/20/2020	0.19104450322740238
Indiana	marshall	05/12/2020	06/20/2020	0.014906899789018649
Kentucky	marshall	05/12/2020	06/30/2020	0.04819479245850663
Mississippi	marshall	05/12/2020	06/20/2020	0.03534349001677197
Tennessee	marshall	05/12/2020	06/20/2020	0.031448292420989565
Florida	martin	05/12/2020	06/10/2020	0.017102860631567355
Indiana	martin	05/12/2020	06/20/2020	0
Kentucky	martin	05/12/2020	06/30/2020	0
Kentucky	mason	05/12/2020	06/30/2020	0
Michigan	mason	05/12/2020	06/20/2020	0
Alaska	matanuska-susitna	05/12/2020	05/31/2020	0.04406504702194357
Hawaii	maui	05/12/2020	06/10/2020	0.0506953559346381
Tennessee	maury	05/12/2020	06/20/2020	0.003361136147130067
Kentucky	mccracken	05/12/2020	06/30/2020	0.022323594111663597
Kentucky	mccreary	05/12/2020	06/30/2020	0
Georgia	mcduffie	05/12/2020	06/20/2020	0.0742118751882636
North Dakota	mchenry	05/12/2020	06/20/2020	0.4916666666666667
Georgia	mcintosh	05/12/2020	06/20/2020	0.03235618909515127
North Dakota	mcintosh	05/12/2020	06/20/2020	0
North Dakota	mckenzie	05/12/2020	06/20/2020	0
Kentucky	mclean	05/12/2020	06/30/2020	0.04671019465271719
North Dakota	mclean	05/12/2020	06/20/2020	0
Tennessee	mcminn	05/12/2020	06/20/2020	0.09278699213018138
Tennessee	mcnairy	05/12/2020	06/20/2020	0
Kansas	mcpherson	05/12/2020	06/20/2020	0
Kansas	meade	05/12/2020	06/20/2020	0
Kentucky	meade	05/12/2020	06/30/2020	0.09027519533606489
Michigan	mecosta	05/12/2020	06/20/2020	0.09487762549914251
Tennessee	meigs	05/12/2020	06/20/2020	0
Kentucky	menifee	05/12/2020	06/30/2020	0
Michigan	menominee	05/12/2020	06/20/2020	0
Kentucky	mercer	05/12/2020	06/30/2020	0
North Dakota	mercer	05/12/2020	06/20/2020	0
Georgia	meriwether	05/12/2020	06/20/2020	0.019969326079529344
Colorado	mesa	05/12/2020	06/20/2020	0
Kentucky	metcalfe	05/12/2020	06/30/2020	0.15515873015873016
Indiana	miami	05/12/2020	06/20/2020	0.007049609563934892
Kansas	miami	05/12/2020	06/20/2020	0
Florida	miami-dade	05/12/2020	06/10/2020	0.03778963066596241
Michigan	michigan department of corrections (mdoc)	05/12/2020	06/20/2020	0.018709907541961175
Michigan	midland	05/12/2020	06/20/2020	0.08868587527927899
Georgia	miller	05/12/2020	06/20/2020	0
Texas	mills	05/12/2020	05/31/2020	0
Colorado	mineral	05/12/2020	06/20/2020	0
Michigan	missaukee	05/12/2020	06/20/2020	0.05486660079051384
Georgia	mitchell	05/12/2020	06/20/2020	0.08243924611799276
Kansas	mitchell	05/12/2020	06/20/2020	0
Colorado	moffat	05/12/2020	06/20/2020	0
Florida	monroe	05/12/2020	06/10/2020	0.034094379261405725
Georgia	monroe	05/12/2020	06/20/2020	0.08660660106948762
Indiana	monroe	05/12/2020	06/20/2020	0.07939308702012682
Kentucky	monroe	05/12/2020	06/30/2020	0.002890756302521008
Michigan	monroe	05/12/2020	06/20/2020	0.04007717554783005
Mississippi	monroe	05/12/2020	06/20/2020	0.09487556937068506
Tennessee	monroe	05/12/2020	06/20/2020	0.03800594212946885
Michigan	montcalm	05/12/2020	06/20/2020	0.015009708803433164
Colorado	montezuma	05/12/2020	06/20/2020	0.07469165912650957
Georgia	montgomery	05/12/2020	06/20/2020	0
Indiana	montgomery	05/12/2020	06/20/2020	0.06961870873079211
Kansas	montgomery	05/12/2020	06/20/2020	0.10677818558253342
Kentucky	montgomery	05/12/2020	06/30/2020	0
Mississippi	montgomery	05/12/2020	06/20/2020	0.012131869252760389
Tennessee	montgomery	05/12/2020	06/20/2020	0.0118020384147856
Michigan	montmorency	05/12/2020	06/20/2020	0
Colorado	montrose	05/12/2020	06/20/2020	0.07076372995745392
