State	County	Start date	End date	Average M/R
North Carolina	union	04/22/2020	05/31/2020	0.04604121282843346
Oregon	union	04/22/2020	05/31/2020	0
Texas	upshur	04/22/2020	05/31/2020	0
West Virginia	upshur	04/22/2020	06/10/2020	0
Utah	utah	04/22/2020	06/10/2020	0.008272736244705724
Texas	uvalde	04/22/2020	05/31/2020	0
Texas	val verde	04/22/2020	05/31/2020	0
Idaho	valley	04/22/2020	05/31/2020	0
Texas	van zandt	04/22/2020	05/31/2020	0.05347881690150273
North Carolina	vance	04/22/2020	05/31/2020	0.06977464188081699
Texas	victoria	04/22/2020	05/31/2020	0.03504126055230337
Oklahoma	wagoner	04/22/2020	05/21/2020	0.12404791020135475
Washington	wahkiakum	04/22/2020	05/31/2020	0
North Carolina	wake	04/22/2020	05/31/2020	0.02181605129957297
Texas	walker	04/22/2020	05/31/2020	0.026105563451925863
Washington	walla walla	04/22/2020	05/31/2020	0.012696259493769782
Texas	waller	04/22/2020	05/31/2020	0
Oregon	wallowa	04/22/2020	05/31/2020	0
North Carolina	warren	04/22/2020	05/31/2020	0.004265290280453327
Utah	wasatch	04/22/2020	06/10/2020	0.005757311425641919
Oregon	wasco	04/22/2020	05/31/2020	0.05910595141573403
Idaho	washington	04/22/2020	05/31/2020	0
North Carolina	washington	04/22/2020	05/31/2020	0.10866668559659565
Oklahoma	washington	04/22/2020	05/21/2020	0.08566374334018681
Oregon	washington	04/22/2020	05/31/2020	0.02307105846278957
Texas	washington	04/22/2020	05/31/2020	0.11575650019061128
North Carolina	watauga	04/22/2020	05/31/2020	0
North Carolina	wayne	04/22/2020	05/31/2020	0.01667187826195517
West Virginia	wayne	04/22/2020	06/10/2020	0.08246021912997221
Texas	webb	04/22/2020	05/31/2020	0.04065701798414682
Utah	weber-morgan	04/22/2020	06/10/2020	0.015498894654489668
West Virginia	wetzel	04/22/2020	06/10/2020	0
Texas	wharton	04/22/2020	05/31/2020	0
Washington	whatcom	04/22/2020	05/31/2020	0.09033830916338378
Texas	wheeler	04/22/2020	05/31/2020	0
Washington	whitman	04/22/2020	05/31/2020	0
Texas	wichita	04/22/2020	05/31/2020	0.027544362000643457
Texas	wilbarger	04/22/2020	05/31/2020	0
North Carolina	wilkes	04/22/2020	05/31/2020	0.022126283184881617
Texas	willacy	04/22/2020	05/31/2020	0.07417811355311354
Texas	williamson	04/22/2020	05/31/2020	0.03487528385452961
North Carolina	wilson	04/22/2020	05/31/2020	0.03721382674784066
Texas	wilson	04/22/2020	05/31/2020	0.10976779829026753
Texas	winkler	04/22/2020	05/31/2020	0
West Virginia	wirt	04/22/2020	06/10/2020	0
Texas	wise	04/22/2020	05/31/2020	0.08113250345377927
Texas	wood	04/22/2020	05/31/2020	0.012453538964783344
West Virginia	wood	04/22/2020	06/10/2020	0.04313599133411052
Oklahoma	woods	04/22/2020	05/21/2020	0
Oklahoma	woodward	04/22/2020	05/21/2020	0
West Virginia	wyoming	04/22/2020	06/10/2020	0
North Carolina	yadkin	04/22/2020	05/31/2020	0.03187760401828497
Washington	yakima	04/22/2020	05/31/2020	0.036870177216595204
Oregon	yamhill	04/22/2020	05/31/2020	0.14097588138396872
Texas	yoakum	04/22/2020	05/31/2020	0
Texas	young	04/22/2020	05/31/2020	0.25
Texas	zapata	04/22/2020	05/31/2020	0
Texas	zavala	04/22/2020	05/31/2020	0
Texas	cochran	04/23/2020	05/31/2020	0
Washington	garfield	04/23/2020	05/31/2020	0
Texas	jim hogg	04/23/2020	05/31/2020	0
Utah	southwest	04/23/2020	05/01/2020	0
Texas	unassigned	04/23/2020	05/31/2020	0
Texas	coleman	04/24/2020	05/31/2020	0
Texas	nolan	04/24/2020	05/31/2020	0
Texas	ochiltree	04/24/2020	05/31/2020	0.047006802957684855
Oklahoma	washita	04/24/2020	05/21/2020	0
North Carolina	hyde	04/25/2020	05/31/2020	0
Idaho	lemhi	04/25/2020	05/31/2020	0
North Carolina	madison	04/25/2020	05/31/2020	0
West Virginia	gilmer	04/26/2020	06/10/2020	0
North Carolina	camden	04/27/2020	05/31/2020	0
Texas	cottle	04/27/2020	05/31/2020	0.16428571428571428
West Virginia	pocahontas	04/27/2020	06/10/2020	0
Oklahoma	pushmataha	04/27/2020	05/21/2020	0
North Carolina	graham	04/28/2020	05/31/2020	0
Oregon	harney	04/28/2020	05/31/2020	0
Texas	runnels	04/28/2020	05/31/2020	0
Texas	lipscomb	04/29/2020	05/31/2020	0
North Carolina	swain	04/29/2020	05/31/2020	0
Texas	garza	04/30/2020	05/31/2020	0
Texas	glasscock	04/30/2020	05/31/2020	0
Texas	brewster	05/01/2020	05/31/2020	0
South Carolina	abbeville	05/02/2020	05/31/2020	0
Louisiana	acadia	05/02/2020	06/10/2020	0.06093337470242044
Vermont	addison	05/02/2020	05/31/2020	0.032313158752542676
South Carolina	aiken	05/02/2020	05/31/2020	0.04695468705157264
New York	albany	05/02/2020	06/20/2020	0.04791268471048599
Wyoming	albany	05/02/2020	06/20/2020	0
New York	allegany	05/02/2020	06/20/2020	0.0011428571428571427
Louisiana	allen	05/02/2020	06/10/2020	0.07492169581045309
South Carolina	allendale	05/02/2020	05/31/2020	0.09691790813612784
South Carolina	anderson	05/02/2020	05/31/2020	0.040144461033607026
Louisiana	ascension	05/02/2020	06/10/2020	0.06647148582712004
Louisiana	assumption	05/02/2020	06/10/2020	0.047827436108767565
Louisiana	avoyelles	05/02/2020	06/10/2020	0.0837997276178305
South Carolina	bamberg	05/02/2020	05/31/2020	0
South Carolina	barnwell	05/02/2020	05/31/2020	0.01346323230432579
South Carolina	beaufort	05/02/2020	05/31/2020	0.04048930954403009
Louisiana	beauregard	05/02/2020	06/10/2020	0.06803795180110901
Montana	beaverhead	05/02/2020	05/21/2020	0
Vermont	bennington	05/02/2020	05/31/2020	0.017157034651128274
South Carolina	berkeley	05/02/2020	05/31/2020	0.07118138799803718
Louisiana	bienville	05/02/2020	06/10/2020	0.1879325091392239
Montana	big horn	05/02/2020	05/21/2020	0
Wyoming	big horn	05/02/2020	06/20/2020	0
Louisiana	bossier	05/02/2020	06/10/2020	0.062303050905967494
Texas	briscoe	05/02/2020	05/31/2020	0
Montana	broadwater	05/02/2020	05/21/2020	0
New York	broome	05/02/2020	06/20/2020	0.07397978018698478
Louisiana	caddo	05/02/2020	06/10/2020	0.07504830153604937
Louisiana	calcasieu	05/02/2020	06/10/2020	0.07700537852238824
Louisiana	caldwell	05/02/2020	06/10/2020	0.0024599910223520307
Vermont	caledonia	05/02/2020	05/31/2020	0
South Carolina	calhoun	05/02/2020	05/31/2020	0.11578162578162579
Louisiana	cameron	05/02/2020	06/10/2020	0
Wyoming	campbell	05/02/2020	06/20/2020	0
Montana	carbon	05/02/2020	05/21/2020	0
Wyoming	carbon	05/02/2020	06/20/2020	0
Nevada	carson city	05/02/2020	05/31/2020	0.034708859996074724
Montana	cascade	05/02/2020	05/21/2020	0.12215686274509804
Louisiana	catahoula	05/02/2020	06/10/2020	0.030321962128488467
New York	cattaraugus	05/02/2020	06/20/2020	0.015862042295740928
New York	cayuga	05/02/2020	06/20/2020	0.0164233858385638
South Carolina	charleston	05/02/2020	05/31/2020	0.0197436953739825
New York	chautauqua	05/02/2020	06/20/2020	0.06285664965774043
New York	chemung	05/02/2020	06/20/2020	0.009757873611622865
New York	chenango	05/02/2020	06/20/2020	0.011687036578088634
South Carolina	cherokee	05/02/2020	05/31/2020	0.03524862482869509
South Carolina	chester	05/02/2020	05/31/2020	0.0004166666666666667
South Carolina	chesterfield	05/02/2020	05/31/2020	0.01506781480331418
Vermont	chittenden	05/02/2020	05/31/2020	0.08573258963171285
Nevada	churchill	05/02/2020	05/31/2020	0.034126984126984124
Louisiana	claiborne	05/02/2020	06/10/2020	0.15449433938931456
South Carolina	clarendon	05/02/2020	05/31/2020	0.11418276456267125
Nevada	clark	05/02/2020	05/31/2020	0.053630821413321886
New York	clinton	05/02/2020	06/20/2020	0.045342506169626345
South Carolina	colleton	05/02/2020	05/31/2020	0.11344356996367479
New York	columbia	05/02/2020	06/20/2020	0.07800618989447901
Louisiana	concordia	05/02/2020	06/10/2020	0.07447891016523575
Wyoming	converse	05/02/2020	06/20/2020	0
New York	cortland	05/02/2020	06/20/2020	0
Wyoming	crook	05/02/2020	06/20/2020	0
South Carolina	darlington	05/02/2020	05/31/2020	0.023134189318267176
Louisiana	de soto	05/02/2020	06/10/2020	0.06612671160710012
Montana	deer lodge	05/02/2020	05/21/2020	0
New York	delaware	05/02/2020	06/20/2020	0.05353463639958925
South Carolina	dillon	05/02/2020	05/31/2020	0.008770105121131803
South Carolina	dorchester	05/02/2020	05/31/2020	0.025369288397126093
Nevada	douglas	05/02/2020	05/31/2020	0
New York	dutchess	05/02/2020	06/20/2020	0.031794074805712634
Louisiana	east baton rouge	05/02/2020	06/10/2020	0.06919366808514057
Louisiana	east carroll	05/02/2020	06/10/2020	0
Louisiana	east feliciana	05/02/2020	06/10/2020	0.1430335420035354
South Carolina	edgefield	05/02/2020	05/31/2020	0.048257866164208664
Nevada	elko	05/02/2020	05/31/2020	0.053534151034151045
New York	erie	05/02/2020	06/20/2020	0.08436365451950374
New York	essex	05/02/2020	06/20/2020	0
Vermont	essex	05/02/2020	05/31/2020	0
Nevada	eureka	05/02/2020	05/31/2020	0
Louisiana	evangeline	05/02/2020	06/10/2020	0.013404414449328963
South Carolina	fairfield	05/02/2020	05/31/2020	0.05882548831819401
Montana	fergus	05/02/2020	05/21/2020	0
Montana	flathead	05/02/2020	05/21/2020	0.05405405405405406
South Carolina	florence	05/02/2020	05/31/2020	0.05250646677946062
Louisiana	franklin	05/02/2020	06/10/2020	0.02898256950683366
New York	franklin	05/02/2020	06/20/2020	0
Vermont	franklin	05/02/2020	05/31/2020	0.05052222909365769
Wyoming	fremont	05/02/2020	06/20/2020	0
New York	fulton	05/02/2020	06/20/2020	0.0694258256247732
Montana	gallatin	05/02/2020	05/21/2020	0.006755048465768333
New York	genesee	05/02/2020	06/20/2020	0.02099971882235168
South Carolina	georgetown	05/02/2020	05/31/2020	0.055178611665432066
Montana	glacier	05/02/2020	05/21/2020	0
Montana	golden valley	05/02/2020	05/21/2020	0
Wyoming	goshen	05/02/2020	06/20/2020	0
Vermont	grand isle	05/02/2020	05/31/2020	0
Louisiana	grant	05/02/2020	06/10/2020	0.028267264621192435
New York	greene	05/02/2020	06/20/2020	0.06877243273255787
South Carolina	greenville	05/02/2020	05/31/2020	0.04496392371837649
South Carolina	greenwood	05/02/2020	05/31/2020	0.007129912462604959
New York	hamilton	05/02/2020	06/20/2020	0
South Carolina	hampton	05/02/2020	05/31/2020	0.005621754759685794
New York	herkimer	05/02/2020	06/20/2020	0.030891138138532708
Montana	hill	05/02/2020	05/21/2020	0
South Carolina	horry	05/02/2020	05/31/2020	0.06532965862429042
Wyoming	hot springs	05/02/2020	06/20/2020	0
Nevada	humboldt	05/02/2020	05/31/2020	0.04821463409599591
Louisiana	iberia	05/02/2020	06/10/2020	0.09119710123015663
Louisiana	iberville	05/02/2020	06/10/2020	0.07111820582073541
Louisiana	jackson	05/02/2020	06/10/2020	0.10858182426448763
South Carolina	jasper	05/02/2020	05/31/2020	0.045608347909923706
Louisiana	jefferson	05/02/2020	06/10/2020	0.05943464076285029
Montana	jefferson	05/02/2020	05/21/2020	0
New York	jefferson	05/02/2020	06/20/2020	0
Louisiana	jefferson davis	05/02/2020	06/10/2020	0.08727762643424548
Wyoming	johnson	05/02/2020	06/20/2020	0.059710526315789485
South Carolina	kershaw	05/02/2020	05/31/2020	0.04470089859604068
Louisiana	lasalle	05/02/2020	06/10/2020	0.005810446201095184
Louisiana	lafayette	05/02/2020	06/10/2020	0.037891260771371574
Louisiana	lafourche	05/02/2020	06/10/2020	0.08391368871619338
Montana	lake	05/02/2020	05/21/2020	0
Vermont	lamoille	05/02/2020	05/31/2020	0.03924536042926849
South Carolina	lancaster	05/02/2020	05/31/2020	0.0417869926460481
Nevada	lander	05/02/2020	05/31/2020	0
Wyoming	laramie	05/02/2020	06/20/2020	0
South Carolina	laurens	05/02/2020	05/31/2020	0.05040987765396801
South Carolina	lee	05/02/2020	05/31/2020	0.08037370385862887
New York	lewis	05/02/2020	06/20/2020	0
Montana	lewis and clark	05/02/2020	05/21/2020	0
South Carolina	lexington	05/02/2020	05/31/2020	0.049677498397548425
Montana	liberty	05/02/2020	05/21/2020	0
Louisiana	lincoln	05/02/2020	06/10/2020	0.10256019683094371
Montana	lincoln	05/02/2020	05/21/2020	0.14285714285714285
Nevada	lincoln	05/02/2020	05/31/2020	0
Wyoming	lincoln	05/02/2020	06/20/2020	0
Louisiana	livingston	05/02/2020	06/10/2020	0.07057326159393125
New York	livingston	05/02/2020	06/20/2020	0.06219319938521016
Nevada	lyon	05/02/2020	05/31/2020	0.002206512226273422
Louisiana	madison	05/02/2020	06/10/2020	0.0029708366498079047
Montana	madison	05/02/2020	05/21/2020	0.125
New York	madison	05/02/2020	06/20/2020	0.035830939599911515
South Carolina	marion	05/02/2020	05/31/2020	0.06740537466234929
South Carolina	marlboro	05/02/2020	05/31/2020	0.005550092879114585
South Carolina	mccormick	05/02/2020	05/31/2020	0.13802910052910053
Montana	meagher	05/02/2020	05/21/2020	0
Nevada	mineral	05/02/2020	05/31/2020	0
Montana	missoula	05/02/2020	05/21/2020	0.025641025641025644
New York	monroe	05/02/2020	06/20/2020	0.07468221513385898
New York	montgomery	05/02/2020	06/20/2020	0.034144511441745774
Louisiana	morehouse	05/02/2020	06/10/2020	0.05403149947478501
Montana	musselshell	05/02/2020	05/21/2020	0
New York	nassau	05/02/2020	06/20/2020	0.05194250849204774
Louisiana	natchitoches	05/02/2020	06/10/2020	0.0853844113852779
Wyoming	natrona	05/02/2020	06/20/2020	0
New York	new york city	05/02/2020	06/20/2020	0.1066976185402656
South Carolina	newberry	05/02/2020	05/31/2020	0.028035357172038495
New York	niagara	05/02/2020	06/20/2020	0.061959843921824166
Wyoming	niobrara	05/02/2020	06/20/2020	0
Nevada	nye	05/02/2020	05/31/2020	0.008895036657383198
South Carolina	oconee	05/02/2020	05/31/2020	0
New York	oneida	05/02/2020	06/20/2020	0.04495860560317979
New York	onondaga	05/02/2020	06/20/2020	0.058739394113285395
New York	ontario	05/02/2020	06/20/2020	0.05639289819661258
New York	orange	05/02/2020	06/20/2020	0.042017002258069806
Vermont	orange	05/02/2020	05/31/2020	0
South Carolina	orangeburg	05/02/2020	05/31/2020	0.018442138686773794
Louisiana	orleans	05/02/2020	06/10/2020	0.07094030658245029
New York	orleans	05/02/2020	06/20/2020	0.1472448156071838
Vermont	orleans	05/02/2020	05/31/2020	0
New York	oswego	05/02/2020	06/20/2020	0.03133457804781423
New York	otsego	05/02/2020	06/20/2020	0.06513383898447742
Louisiana	ouachita	05/02/2020	06/10/2020	0.033036294008899895
Montana	park	05/02/2020	05/21/2020	0
Wyoming	park	05/02/2020	06/20/2020	0
Nevada	pershing	05/02/2020	05/31/2020	0
South Carolina	pickens	05/02/2020	05/31/2020	0.022139886381086656
Louisiana	plaquemines	05/02/2020	06/10/2020	0.08432210142493608
Wyoming	platte	05/02/2020	06/20/2020	0
Louisiana	pointe coupee	05/02/2020	06/10/2020	0.12511839917033116
Montana	pondera	05/02/2020	05/21/2020	0
New York	putnam	05/02/2020	06/20/2020	0.03726784827215267
Louisiana	rapides	05/02/2020	06/10/2020	0.034265611453925496
Montana	ravalli	05/02/2020	05/21/2020	0
Louisiana	red river	05/02/2020	06/10/2020	0.14682214202839403
New York	rensselaer	05/02/2020	06/20/2020	0.05599560341524724
Louisiana	richland	05/02/2020	06/10/2020	0.015697221456686342
Montana	richland	05/02/2020	05/21/2020	0
South Carolina	richland	05/02/2020	05/31/2020	0.04736295488381805
New York	rockland	05/02/2020	06/20/2020	0.047682223332108864
Montana	roosevelt	05/02/2020	05/21/2020	0
Vermont	rutland	05/02/2020	05/31/2020	0.019781599749994654
Louisiana	sabine	05/02/2020	06/10/2020	0.01586687306501548
South Carolina	saluda	05/02/2020	05/31/2020	0.0006961083229903045
New York	saratoga	05/02/2020	06/20/2020	0.026988210623548312
New York	schenectady	05/02/2020	06/20/2020	0.045960657398073215
New York	schoharie	05/02/2020	06/20/2020	0
New York	schuyler	05/02/2020	06/20/2020	0
New York	seneca	05/02/2020	06/20/2020	0
Wyoming	sheridan	05/02/2020	06/20/2020	0
Montana	silver bow	05/02/2020	05/21/2020	0
South Carolina	spartanburg	05/02/2020	05/31/2020	0.03538731490248792
Louisiana	st. bernard	05/02/2020	06/10/2020	0.03973553509681467
Louisiana	st. charles	05/02/2020	06/10/2020	0.06974909336850714
Louisiana	st. helena	05/02/2020	06/10/2020	0.023798909442920187
Louisiana	st. james	05/02/2020	06/10/2020	0.08316132345352037
Louisiana	st. john the baptist	05/02/2020	06/10/2020	0.09355628914573219
Louisiana	st. landry	05/02/2020	06/10/2020	0.21248749367968145
New York	st. lawrence	05/02/2020	06/20/2020	0.007253198145651142
Louisiana	st. martin	05/02/2020	06/10/2020	0.0786463777805118
Louisiana	st. mary	05/02/2020	06/10/2020	0.1010747574066408
Louisiana	st. tammany	05/02/2020	06/10/2020	0.09141283939611802
New York	steuben	05/02/2020	06/20/2020	0.1669296613294023
Montana	stillwater	05/02/2020	05/21/2020	0
Nevada	storey	05/02/2020	05/31/2020	0.03333333333333333
Wyoming	sublette	05/02/2020	06/20/2020	0
New York	suffolk	05/02/2020	06/20/2020	0.04590451002940796
New York	sullivan	05/02/2020	06/20/2020	0.02380557546649487
South Carolina	sumter	05/02/2020	05/31/2020	0.04801600106731373
Wyoming	sweetwater	05/02/2020	06/20/2020	0
Louisiana	tangipahoa	05/02/2020	06/10/2020	0.04126805469821081
Louisiana	tensas	05/02/2020	06/10/2020	0
Louisiana	terrebonne	05/02/2020	06/10/2020	0.07375543471652296
Wyoming	teton	05/02/2020	06/20/2020	0
New York	tioga	05/02/2020	06/20/2020	0.16375759791239958
New York	tompkins	05/02/2020	06/20/2020	0
Montana	toole	05/02/2020	05/21/2020	0.20689655172413796
Wyoming	uinta	05/02/2020	06/20/2020	0
New York	ulster	05/02/2020	06/20/2020	0.042867515809296285
Louisiana	unassigned	05/02/2020	06/10/2020	1.1820109624725357
Montana	unassigned	05/02/2020	05/21/2020	0
Nevada	unassigned	05/02/2020	05/31/2020	0.043553891424932115
New York	unassigned	05/02/2020	06/20/2020	0
South Carolina	unassigned	05/02/2020	05/31/2020	0
Vermont	unassigned	05/02/2020	05/31/2020	0
Wyoming	unassigned	05/02/2020	06/20/2020	0
Louisiana	union	05/02/2020	06/10/2020	0.055228838925476545
South Carolina	union	05/02/2020	05/31/2020	0
Louisiana	vermilion	05/02/2020	06/10/2020	0.05533966233003416
Louisiana	vernon	05/02/2020	06/10/2020	0.10720741508972616
New York	warren	05/02/2020	06/20/2020	0.08146397531210227
Wyoming	washakie	05/02/2020	06/20/2020	0
Louisiana	washington	05/02/2020	06/10/2020	0.08614529889933457
New York	washington	05/02/2020	06/20/2020	0.05345319764409938
Vermont	washington	05/02/2020	05/31/2020	0.026591688960110015
Nevada	washoe	05/02/2020	05/31/2020	0.03649458433070347
New York	wayne	05/02/2020	06/20/2020	0.0243406502303392
Louisiana	webster	05/02/2020	06/10/2020	0.042765644765882134
Louisiana	west baton rouge	05/02/2020	06/10/2020	0.19289020584411776
Louisiana	west carroll	05/02/2020	06/10/2020	0.0011186197523406828
Louisiana	west feliciana	05/02/2020	06/10/2020	0.04561281956776067
New York	westchester	05/02/2020	06/20/2020	0.04004485460351398
Montana	wheatland	05/02/2020	05/21/2020	0
Nevada	white pine	05/02/2020	05/31/2020	0
South Carolina	williamsburg	05/02/2020	05/31/2020	0.04861404456383926
Vermont	windham	05/02/2020	05/31/2020	0.03919975830333155
Vermont	windsor	05/02/2020	05/31/2020	0.042559414268455636
Louisiana	winn	05/02/2020	06/10/2020	0.023601176408314745
New York	wyoming	05/02/2020	06/20/2020	0.061101296393490066
New York	yates	05/02/2020	06/20/2020	0.12425858389351883
Montana	yellowstone	05/02/2020	05/21/2020	0.023906573472820464
South Carolina	york	05/02/2020	05/31/2020	0.01788182278417709
West Virginia	ritchie	05/03/2020	06/10/2020	0
North Carolina	yancey	05/03/2020	05/31/2020	0
Oklahoma	blaine	05/04/2020	05/21/2020	0
Texas	refugio	05/04/2020	05/31/2020	0
Texas	bailey	05/05/2020	05/31/2020	0
Texas	coke	05/05/2020	05/31/2020	0
Texas	collingsworth	05/05/2020	05/31/2020	0
Oregon	baker	05/06/2020	05/31/2020	0
Texas	shackelford	05/07/2020	05/31/2020	0
West Virginia	clay	05/08/2020	06/10/2020	0
Texas	kimble	05/08/2020	05/31/2020	0
Kentucky	adair	05/12/2020	06/30/2020	0.18119338065161872
Colorado	adams	05/12/2020	06/20/2020	0.03845726957306066
Indiana	adams	05/12/2020	06/20/2020	0.06760177412575111
Mississippi	adams	05/12/2020	06/20/2020	0.08048280057729239
Florida	alachua	05/12/2020	06/10/2020	0.01922427478687081
Colorado	alamosa	05/12/2020	06/20/2020	0.03157264093596596
Michigan	alcona	05/12/2020	06/20/2020	0.0905477569815805
Mississippi	alcorn	05/12/2020	06/20/2020	0.05863974022702297
Michigan	allegan	05/12/2020	06/20/2020	0.02252977301531157
Indiana	allen	05/12/2020	06/20/2020	0.04743995942783223
Kentucky	allen	05/12/2020	06/30/2020	0.03289244979533084
Michigan	alpena	05/12/2020	06/20/2020	0.09421334384749991
Mississippi	amite	05/12/2020	06/20/2020	0.018173335405059332
Alaska	anchorage	05/12/2020	05/31/2020	0.019540879951365435
Kansas	anderson	05/12/2020	06/20/2020	0
Kentucky	anderson	05/12/2020	06/30/2020	0.054448157398157386
Tennessee	anderson	05/12/2020	06/20/2020	0.03055804762559733
Michigan	antrim	05/12/2020	06/20/2020	0
Georgia	appling	05/12/2020	06/20/2020	0.08160209316708755
Colorado	arapahoe	05/12/2020	06/20/2020	0.06864423664909065
Colorado	archuleta	05/12/2020	06/20/2020	0
Michigan	arenac	05/12/2020	06/20/2020	0.030057244489370118
Kansas	atchison	05/12/2020	06/20/2020	0
Georgia	atkinson	05/12/2020	06/20/2020	0.051944958259303176
Mississippi	attala	05/12/2020	06/20/2020	0.05275132349242746
Colorado	baca	05/12/2020	06/20/2020	0
Georgia	bacon	05/12/2020	06/20/2020	0.024968029108551858
Florida	baker	05/12/2020	06/10/2020	0.11844219892495751
Georgia	baker	05/12/2020	06/20/2020	0.06928038547523842
Georgia	baldwin	05/12/2020	06/20/2020	0.06657710286036
Kentucky	ballard	05/12/2020	06/30/2020	0
Georgia	banks	05/12/2020	06/20/2020	0.004702972922910846
Michigan	baraga	05/12/2020	06/20/2020	0
Kansas	barber	05/12/2020	06/20/2020	0
North Dakota	barnes	05/12/2020	06/20/2020	0
Kentucky	barren	05/12/2020	06/30/2020	0.02031633337311632
Georgia	barrow	05/12/2020	06/20/2020	0.046437888624282005
Michigan	barry	05/12/2020	06/20/2020	0.024719082762985786
Indiana	bartholomew	05/12/2020	06/20/2020	0.07893250903654961
Kansas	barton	05/12/2020	06/20/2020	0.031555560303794104
Georgia	bartow	05/12/2020	06/20/2020	0.07933658282442006
Kentucky	bath	05/12/2020	06/30/2020	0.11189532689532689
Florida	bay	05/12/2020	06/10/2020	0.03300811692372833
Michigan	bay	05/12/2020	06/20/2020	0.0693054252967594
Tennessee	bedford	05/12/2020	06/20/2020	0.013209149433134806
Georgia	ben hill	05/12/2020	06/20/2020	0.01339860139955303
North Dakota	benson	05/12/2020	06/20/2020	0
Colorado	bent	05/12/2020	06/20/2020	0
Indiana	benton	05/12/2020	06/20/2020	0
Mississippi	benton	05/12/2020	06/20/2020	0
Tennessee	benton	05/12/2020	06/20/2020	0.13973214285714283
Michigan	benzie	05/12/2020	06/20/2020	0
Georgia	berrien	05/12/2020	06/20/2020	0.0017722717138263602
Michigan	berrien	05/12/2020	06/20/2020	0.06970471552623499
Alaska	bethel	05/12/2020	05/31/2020	0
Georgia	bibb	05/12/2020	06/20/2020	0.05559765062578503
Indiana	blackford	05/12/2020	06/20/2020	0.0689473132823861
Georgia	bleckley	05/12/2020	06/20/2020	0.0028221254636348974
Tennessee	bledsoe	05/12/2020	06/20/2020	0.0016403409226420616
Tennessee	blount	05/12/2020	06/20/2020	0.03361076617384737
Mississippi	bolivar	05/12/2020	06/20/2020	0.06960411779581158
Indiana	boone	05/12/2020	06/20/2020	0.11435347199711621
Kentucky	boone	05/12/2020	06/30/2020	0.03475565751043867
Colorado	boulder	05/12/2020	06/20/2020	0.06635162234889311
Kansas	bourbon	05/12/2020	06/20/2020	0.13923611111111112
Kentucky	bourbon	05/12/2020	06/30/2020	0.07555836786260356
North Dakota	bowman	05/12/2020	06/20/2020	0
Kentucky	boyd	05/12/2020	06/30/2020	0.0698620946414099
Kentucky	boyle	05/12/2020	06/30/2020	0
Kentucky	bracken	05/12/2020	06/30/2020	0
Florida	bradford	05/12/2020	06/10/2020	0.039680169503698924
Tennessee	bradley	05/12/2020	06/20/2020	0.0093831463164448
Michigan	branch	05/12/2020	06/20/2020	0.016148483564885234
Georgia	brantley	05/12/2020	06/20/2020	0.03917152959455225
Kentucky	breathitt	05/12/2020	06/30/2020	0
Kentucky	breckinridge	05/12/2020	06/30/2020	0.08690633232698111
Florida	brevard	05/12/2020	06/10/2020	0.028653686467142947
Georgia	brooks	05/12/2020	06/20/2020	0.11830262011890458
Colorado	broomfield	05/12/2020	06/20/2020	0.10764050827732449
Florida	broward	05/12/2020	06/10/2020	0.04389965637207711
Indiana	brown	05/12/2020	06/20/2020	0.030231109941920152
Kansas	brown	05/12/2020	06/20/2020	0
Georgia	bryan	05/12/2020	06/20/2020	0.06486258504560058
Kentucky	bullitt	05/12/2020	06/30/2020	0.0342073385179386
Georgia	bulloch	05/12/2020	06/20/2020	0.03439119965557812
Georgia	burke	05/12/2020	06/20/2020	0.04103882865725337
North Dakota	burke	05/12/2020	06/20/2020	0
North Dakota	burleigh	05/12/2020	06/20/2020	0
Kansas	butler	05/12/2020	06/20/2020	0
Kentucky	butler	05/12/2020	06/30/2020	0.045856994760702284
Georgia	butts	05/12/2020	06/20/2020	0.10242171707305461
Kentucky	caldwell	05/12/2020	06/30/2020	0
Florida	calhoun	05/12/2020	06/10/2020	0.05085593688794702
Georgia	calhoun	05/12/2020	06/20/2020	0.04364701425055005
Michigan	calhoun	05/12/2020	06/20/2020	0.058810431253850326
Mississippi	calhoun	05/12/2020	06/20/2020	0.060231330361467474
Kentucky	calloway	05/12/2020	06/30/2020	0.01822801041604257
Georgia	camden	05/12/2020	06/20/2020	0.016716340444440307
Kentucky	campbell	05/12/2020	06/30/2020	0.06356525884229086
Tennessee	campbell	05/12/2020	06/20/2020	0.05367212281182869
Georgia	candler	05/12/2020	06/20/2020	0
Tennessee	cannon	05/12/2020	06/20/2020	0
Kentucky	carlisle	05/12/2020	06/30/2020	0.22399999999999998
Georgia	carroll	05/12/2020	06/20/2020	0.05304445613670754
Indiana	carroll	05/12/2020	06/20/2020	0.02324963768496528
Kentucky	carroll	05/12/2020	06/30/2020	0
Mississippi	carroll	05/12/2020	06/20/2020	0.08179373387802119
Tennessee	carroll	05/12/2020	06/20/2020	0.03576137266040476
Kentucky	carter	05/12/2020	06/30/2020	0
Tennessee	carter	05/12/2020	06/20/2020	0.05111413937786935
Kentucky	casey	05/12/2020	06/30/2020	0
Indiana	cass	05/12/2020	06/20/2020	0.004519026198517935
Michigan	cass	05/12/2020	06/20/2020	0.03374774863663811
North Dakota	cass	05/12/2020	06/20/2020	0.02738254237037554
Georgia	catoosa	05/12/2020	06/20/2020	0.0022793430435181293
Colorado	chaffee	05/12/2020	06/20/2020	0.25734409709207035
Michigan	charlevoix	05/12/2020	06/20/2020	0.07206175403543826
